1.00	0.06	-0.00	-0.00	31	52	121	3681
1.00	0.06	-0.00	-0.00	32	52	137	3712
1.00	0.06	-0.00	-0.00	31	50	127	3742
1.00	0.06	-0.00	-0.00	27	43	126	3773
1.00	0.06	-0.00	-0.00	30	39	134	3804
1.00	0.06	-0.00	-0.00	38	36	154	3834
1.00	0.06	-0.00	-0.00	39	45	156	3865
1.00	0.06	-0.00	-0.00	32	47	137	3895
1.00	0.06	-0.00	-0.00	25	50	120	3926
1.00	0.06	-0.00	-0.00	27	48	124	3956
1.00	0.06	-0.00	-0.00	27	41	131	3990
1.00	0.06	-0.00	-0.00	31	32	134	4021
1.00	0.06	-0.00	-0.00	31	32	134	4049
1.00	0.06	-0.00	-0.00	18	50	151	4080
1.00	0.06	-0.00	-0.00	20	47	152	4111
1.00	0.06	-0.00	-0.00	21	47	147	4142
1.00	0.06	-0.00	-0.00	21	48	141	4172
1.00	0.06	-0.00	-0.00	21	44	133	4202
1.00	0.06	-0.00	-0.00	21	41	130	4233
1.00	0.06	-0.00	-0.00	22	37	133	4263
1.00	0.06	-0.00	-0.00	25	43	133	4294
1.00	0.06	-0.00	-0.00	28	46	136	4325
1.00	0.06	-0.00	-0.00	30	47	129	4356
1.00	0.07	-0.00	-0.00	30	48	134	4386
1.00	0.07	-0.00	-0.00	30	48	134	4418
1.00	0.07	-0.00	-0.00	17	50	137	4449
1.00	0.07	-0.00	-0.00	17	46	142	4479
1.00	0.07	-0.00	-0.00	20	42	144	4509
1.00	0.07	-0.00	-0.00	23	42	149	4540
1.00	0.07	-0.00	-0.00	19	40	141	4571
1.00	0.07	-0.00	-0.00	16	35	139	4601
1.00	0.07	-0.00	-0.00	13	35	141	4632
1.00	0.07	-0.00	-0.00	15	35	143	4663
1.00	0.07	-0.00	-0.00	16	39	141	4694
1.00	0.07	-0.00	-0.00	17	36	140	4724
1.00	0.07	-0.00	-0.00	21	35	139	4755
1.00	0.07	-0.00	-0.00	21	35	139	4784
1.00	0.07	-0.00	-0.00	16	38	151	4816
1.00	0.07	-0.00	-0.00	16	42	151	4847
1.00	0.07	-0.00	-0.00	14	43	152	4878
1.00	0.07	-0.00	-0.00	11	44	153	4909
1.00	0.07	-0.00	-0.00	10	44	147	4939
1.00	0.07	-0.00	-0.00	11	46	143	4970
1.00	0.07	-0.00	-0.00	12	46	151	5001
1.00	0.07	-0.00	-0.00	17	43	147	5031
1.00	0.07	-0.00	-0.00	17	43	149	5062
1.00	0.07	-0.00	-0.00	17	43	147	5093
1.00	0.07	-0.00	-0.00	14	42	149	5124
1.00	0.07	-0.00	-0.00	14	42	149	5152
1.00	0.07	-0.00	-0.00	5	42	130	5183
1.00	0.07	-0.00	-0.00	5	34	125	5214
1.00	0.07	-0.00	-0.00	7	31	126	5248
1.00	0.07	-0.00	-0.00	4	29	138	5277
1.00	0.07	-0.00	-0.00	7	30	139	5308
1.00	0.07	-0.00	-0.00	7	34	132	5339
1.00	0.07	-0.00	-0.00	7	38	135	5369
1.00	0.07	-0.00	-0.00	9	37	140	5400
1.00	0.07	-0.00	-0.00	11	40	143	5431
1.00	0.07	-0.00	-0.00	16	39	145	5462
1.00	0.07	-0.00	-0.00	14	40	138	5492
1.00	0.07	-0.00	-0.00	14	40	138	5521
1.00	0.07	-0.00	-0.01	8	52	110	5552
1.00	0.07	-0.00	-0.01	2	17	156	5582
1.00	0.07	-0.00	-0.01	6	-10	215	5613
1.00	0.07	-0.00	-0.01	24	-4	212	5646
1.00	0.07	-0.00	-0.01	34	47	162	5677
1.00	0.07	-0.00	-0.01	23	90	83	5707
1.00	0.07	-0.00	-0.01	-8	83	52	5738
1.00	0.07	-0.00	-0.01	-14	30	94	5769
1.00	0.07	-0.00	-0.01	13	9	168	5798
1.00	0.07	-0.00	-0.01	42	21	196	5829
1.00	0.07	-0.00	-0.01	31	56	152	5860
1.00	0.07	-0.00	-0.01	31	56	152	5889
1.00	0.07	-0.00	-0.01	9	45	152	5919
1.00	0.07	-0.00	-0.01	11	38	164	5950
1.00	0.07	-0.00	-0.01	2	32	154	5981
1.00	0.07	-0.00	-0.01	-6	30	133	6011
1.00	0.07	-0.00	-0.01	-3	39	122	6042
1.00	0.07	-0.00	-0.01	15	41	136	6075
1.00	0.07	-0.00	-0.01	23	37	152	6106
1.00	0.07	-0.00	-0.01	15	33	163	6136
1.00	0.07	-0.00	-0.01	1	32	157	6167
1.00	0.07	-0.00	-0.01	-6	34	140	6198
1.00	0.07	-0.00	-0.01	2	42	145	6229
1.00	0.07	-0.00	-0.01	2	42	145	6257
1.00	0.07	-0.00	-0.01	6	39	136	6288
1.00	0.07	-0.00	-0.01	7	33	139	6319
1.00	0.07	-0.00	-0.01	15	32	139	6349
1.00	0.07	-0.00	-0.01	14	37	143	6380
1.00	0.07	-0.00	-0.01	10	39	148	6410
1.00	0.07	-0.00	-0.01	8	44	148	6441
1.00	0.07	-0.00	-0.01	7	45	151	6471
1.00	0.07	-0.00	-0.01	7	40	155	6516
1.00	0.07	-0.00	-0.01	7	43	154	6546
1.00	0.07	-0.00	-0.01	4	37	149	6577
1.00	-0.87	1.71	1.24	-19784	-20714	9513	6607
1.00	-0.87	1.71	1.24	-19784	-20714	9513	6636
1.00	0.07	-0.00	-0.01	2	38	136	6667
1.00	0.07	-0.00	-0.01	2	36	137	6698
1.00	0.07	-0.00	-0.01	6	39	137	6728
1.00	0.07	-0.00	-0.01	11	36	140	6759
1.00	0.07	-0.00	-0.01	13	33	145	6790
1.00	0.07	-0.00	-0.01	10	33	146	6820
1.00	0.07	-0.00	-0.01	6	40	146	6850
1.00	0.07	-0.00	-0.01	2	40	138	6881
1.00	0.07	-0.00	-0.01	4	41	141	6915
1.00	0.07	-0.00	-0.01	5	42	143	6945
1.00	0.07	-0.00	-0.01	6	39	143	6976
1.00	0.07	-0.00	-0.01	6	39	143	7005
1.00	0.07	-0.00	-0.01	5	34	139	7035
1.00	0.07	-0.00	-0.01	6	36	146	7066
1.00	0.07	-0.00	-0.01	1	34	146	7097
1.00	0.07	-0.00	-0.01	2	35	148	7128
1.00	0.07	-0.00	-0.01	0	36	153	7157
1.00	0.07	-0.00	-0.01	3	36	154	7188
1.00	0.07	-0.00	-0.01	7	37	151	7219
1.00	0.07	-0.00	-0.01	13	38	150	7249
1.00	0.07	-0.00	-0.01	9	36	155	7280
1.00	0.07	-0.00	-0.01	7	33	150	7311
1.00	0.07	-0.00	-0.01	7	35	153	7344
1.00	0.07	-0.00	-0.01	7	35	153	7373
1.00	0.07	-0.00	-0.01	9	37	149	7404
1.00	0.07	-0.00	-0.01	9	35	153	7435
1.00	0.07	-0.00	-0.01	9	37	151	7465
1.00	0.07	-0.00	-0.01	8	41	154	7495
1.00	0.07	-0.00	-0.01	5	38	153	7526
1.00	0.07	-0.00	-0.01	5	40	154	7557
1.00	0.07	-0.00	-0.01	1	40	157	7587
1.00	0.07	-0.00	-0.01	0	39	154	7618
1.00	0.07	-0.00	-0.01	0	41	146	7649
1.00	0.07	-0.00	-0.01	4	41	147	7680
1.00	0.07	-0.00	-0.01	2	38	151	7710
1.00	0.07	-0.00	-0.01	2	38	151	7739
1.00	0.07	-0.00	-0.01	9	30	136	7768
1.00	0.07	-0.00	-0.01	9	34	136	7798
1.00	0.07	-0.00	-0.01	6	35	146	7828
1.00	0.07	-0.00	-0.01	2	38	160	7859
1.00	0.07	-0.00	-0.01	-3	39	159	7889
1.00	0.07	-0.00	-0.01	1	41	158	7920
1.00	0.07	-0.00	-0.01	2	43	162	7951
1.00	0.07	-0.00	-0.01	-1	42	159	7982
1.00	0.07	-0.00	-0.01	-3	40	159	8012
1.00	0.07	-0.00	-0.01	-3	42	150	8043
1.00	0.07	-0.00	-0.01	-1	36	153	8074
1.00	0.07	-0.00	-0.01	-1	36	153	8103
1.00	0.07	-0.00	-0.01	1	37	151	8133
1.00	0.07	-0.00	-0.01	4	35	146	8167
1.00	0.07	-0.00	-0.01	5	31	151	8198
1.00	0.07	-0.00	-0.01	4	30	146	8228
1.00	0.07	-0.00	-0.01	1	33	139	8259
1.00	0.07	-0.00	-0.01	0	37	139	8290
1.00	0.07	-0.00	-0.01	1	36	142	8321
1.00	0.07	-0.00	-0.01	0	36	141	8350
1.00	0.07	-0.00	-0.01	0	35	141	8381
1.00	0.07	-0.00	-0.01	-6	39	144	8412
1.00	0.07	-0.00	-0.01	-5	43	142	8442
1.00	0.07	-0.00	-0.01	-5	43	142	8472
1.00	0.07	-0.00	-0.01	4	32	143	8503
1.00	0.07	-0.00	-0.01	1	29	142	8534
1.00	0.07	-0.00	-0.01	4	31	145	8564
1.00	0.07	-0.00	-0.01	9	35	146	8597
1.00	0.07	-0.00	-0.01	7	40	151	8628
1.00	0.07	-0.00	-0.01	5	40	147	8658
1.00	0.07	-0.00	-0.01	6	38	141	8689
1.00	0.07	-0.00	-0.01	4	38	138	8720
1.00	0.07	-0.00	-0.01	1	38	141	8751
1.00	0.07	-0.00	-0.01	5	40	143	8781
1.00	0.07	-0.00	-0.01	5	40	136	8811
1.00	0.07	-0.00	-0.01	5	40	136	8841
1.00	0.07	-0.00	-0.01	2	33	155	8871
1.00	0.07	-0.00	-0.01	4	32	151	8902
1.00	0.07	-0.00	-0.01	1	33	157	8932
1.00	0.07	-0.00	-0.01	3	35	151	8963
1.00	0.07	-0.00	-0.01	3	33	146	8993
1.00	0.07	-0.00	-0.01	4	29	146	9027
1.00	0.07	-0.00	-0.01	4	27	144	9058
1.00	0.07	-0.00	-0.01	0	29	142	9089
1.00	0.07	-0.00	-0.01	0	29	144	9119
1.00	0.07	-0.00	-0.01	0	27	151	9150
1.00	0.07	-0.00	-0.01	1	32	148	9180
1.00	0.07	-0.00	-0.01	1	32	148	9209
1.00	0.07	-0.00	-0.01	6	40	145	9240
1.00	0.07	-0.00	-0.01	4	44	145	9271
1.00	0.07	-0.00	-0.01	4	45	142	9302
1.00	0.07	-0.00	-0.01	2	42	142	9331
1.00	0.07	-0.00	-0.01	1	43	147	9362
1.00	0.07	-0.00	-0.01	5	44	148	9393
1.00	0.07	-0.00	-0.01	0	47	144	9423
1.00	0.07	-0.00	-0.01	2	47	139	9457
1.00	0.07	-0.00	-0.01	1	44	141	9488
1.00	0.07	-0.00	-0.01	2	45	140	9519
1.00	0.07	-0.00	-0.01	0	41	140	9549
1.00	0.07	-0.00	-0.01	0	41	140	9578
1.00	0.07	-0.00	-0.01	6	45	144	9609
1.00	0.07	-0.00	-0.01	6	45	142	9639
1.00	0.07	-0.00	-0.01	5	43	145	9670
1.00	0.07	-0.00	-0.01	6	40	147	9701
1.00	0.07	-0.00	-0.01	4	38	147	9732
1.00	0.07	-0.00	-0.01	5	34	141	9762
1.00	0.07	-0.00	-0.01	-1	31	140	9792
1.00	0.07	-0.00	-0.01	-1	33	141	9823
1.00	0.07	-0.00	-0.01	-1	32	141	9857
1.00	0.07	-0.00	-0.01	-3	34	145	9887
1.00	0.07	-0.00	-0.01	-4	34	147	9918
1.00	0.07	-0.00	-0.01	-4	34	147	9947
1.00	0.07	-0.00	-0.01	9	35	150	9977
1.00	0.07	-0.00	-0.01	4	37	150	10008
1.00	0.07	-0.00	-0.01	0	38	150	10039
1.00	0.07	-0.00	-0.01	3	36	156	10070
1.00	0.07	-0.00	-0.01	2	33	156	10100
1.00	0.07	-0.00	-0.01	3	31	158	10131
1.00	0.07	-0.00	-0.01	7	32	153	10162
1.00	0.07	-0.00	-0.01	4	34	150	10192
1.00	0.07	-0.00	-0.01	0	32	152	10223
1.00	0.07	-0.00	-0.01	-2	40	152	10254
1.00	0.07	-0.00	-0.01	-1	40	158	10287
1.00	0.07	-0.00	-0.01	-1	40	158	10316
1.00	0.07	-0.00	-0.01	0	41	156	10347
1.00	0.07	-0.00	-0.01	-1	42	150	10378
1.00	0.07	-0.00	-0.01	1	43	150	10409
1.00	0.07	-0.00	-0.01	4	40	151	10439
1.00	0.07	-0.00	-0.01	5	35	145	10469
1.00	0.07	-0.00	-0.01	6	37	141	10500
1.00	0.07	-0.00	-0.01	1	33	146	10530
1.00	0.07	-0.00	-0.01	-7	38	147	10561
1.00	0.07	-0.00	-0.01	-6	35	148	10592
1.00	0.07	-0.00	-0.01	-4	36	149	10623
1.00	0.07	-0.00	-0.01	-2	38	149	10653
1.00	0.07	-0.00	-0.01	-2	38	149	10685
1.00	0.07	-0.00	-0.01	9	38	144	10716
1.00	0.07	-0.00	-0.01	9	40	145	10746
1.00	0.07	-0.00	-0.01	4	41	150	10777
1.00	0.07	-0.00	-0.01	2	42	148	10808
1.00	0.07	-0.00	-0.01	0	41	149	10838
1.00	0.07	-0.00	-0.01	0	35	146	10868
1.00	0.07	-0.00	-0.01	-2	31	149	10899
1.00	0.07	-0.00	-0.01	-2	30	139	10930
1.00	0.07	-0.00	-0.01	-3	32	135	10960
1.00	0.07	-0.00	-0.01	-2	33	138	10991
1.00	0.07	-0.00	-0.01	-1	35	145	11022
1.00	0.07	-0.00	-0.01	-1	35	145	11052
1.00	0.07	-0.00	-0.01	3	38	148	11084
1.00	0.07	-0.00	-0.01	-1	42	151	11115
1.00	0.07	-0.00	-0.01	3	44	155	11146
1.00	0.07	-0.00	-0.01	0	42	149	11177
1.00	0.07	-0.00	-0.01	1	40	152	11207
1.00	0.07	-0.00	-0.01	1	40	149	11238
1.00	0.07	-0.00	-0.01	4	45	137	11269
1.00	0.07	-0.00	-0.01	9	45	134	11298
1.00	0.07	-0.00	-0.01	3	46	140	11329
1.00	0.07	-0.00	-0.01	1	46	150	11360
1.00	0.07	-0.00	-0.01	1	44	150	11391
1.00	0.07	-0.00	-0.01	1	44	150	11420
1.00	0.07	-0.00	-0.02	3	36	152	11450
1.00	0.07	-0.00	-0.02	5	37	151	11481
1.00	0.07	-0.00	-0.02	7	37	152	11514
1.00	0.07	-0.00	-0.02	9	39	162	11556
1.00	0.07	-0.00	-0.02	8	40	160	11586
1.00	0.07	-0.00	-0.02	8	42	154	11617
1.00	0.07	-0.00	-0.02	7	44	150	11648
1.00	0.07	-0.00	-0.02	7	46	154	11678
1.00	0.07	-0.00	-0.02	5	46	155	11709
1.00	0.07	-0.00	-0.02	7	40	158	11740
1.00	0.07	-0.00	-0.02	7	40	158	11768
1.00	0.07	-0.00	-0.02	0	39	156	11799
1.00	0.07	-0.00	-0.02	4	42	158	11830
1.00	0.07	-0.00	-0.02	0	43	155	11861
1.00	0.07	-0.00	-0.02	1	40	152	11891
1.00	0.07	-0.00	-0.02	-2	38	152	11925
1.00	0.07	-0.00	-0.02	0	39	148	11956
1.00	0.07	-0.00	-0.02	2	40	154	11986
1.00	0.07	-0.00	-0.02	4	39	149	12017
1.00	0.07	-0.00	-0.02	0	39	152	12048
1.00	0.07	-0.00	-0.02	-1	43	160	12079
1.00	0.07	-0.00	-0.02	-3	42	158	12109
1.00	0.07	-0.00	-0.02	-3	42	158	12138
1.00	0.07	-0.00	-0.02	2	36	155	12169
1.00	0.07	-0.00	-0.02	0	35	158	12201
1.00	0.07	-0.00	-0.02	-3	34	157	12231
1.00	0.07	-0.00	-0.02	-6	35	155	12262
1.00	0.07	-0.00	-0.02	-4	35	152	12293
1.00	0.07	-0.00	-0.02	0	38	145	12323
1.00	0.07	-0.00	-0.02	0	41	142	12356
1.00	0.07	-0.00	-0.02	-6	39	136	12387
1.00	0.07	-0.00	-0.02	-7	42	141	12418
1.00	0.07	-0.00	-0.02	-4	41	143	12448
1.00	0.07	-0.00	-0.02	0	44	145	12479
1.00	0.07	-0.00	-0.02	0	44	145	12509
1.00	0.07	-0.00	-0.02	0	35	146	12539
1.00	0.07	-0.00	-0.02	2	38	147	12570
1.00	0.07	-0.00	-0.02	-1	39	149	12601
1.00	0.07	-0.00	-0.02	-2	38	148	12632
1.00	0.07	-0.00	-0.02	-3	36	148	12662
1.00	0.07	-0.00	-0.02	0	36	151	12693
1.00	0.07	-0.00	-0.02	2	33	151	12724
1.00	0.07	-0.00	-0.02	6	35	152	12758
1.00	0.07	-0.00	-0.02	2	36	150	12788
1.00	0.07	-0.00	-0.02	2	40	149	12819
1.00	0.07	-0.00	-0.02	4	37	150	12850
1.00	0.07	-0.00	-0.02	4	37	150	12878
1.00	0.07	-0.00	-0.02	3	45	150	12909
1.00	0.07	-0.00	-0.02	7	46	153	12940
1.00	0.07	-0.00	-0.02	8	46	153	12971
1.00	0.07	-0.00	-0.02	12	48	150	13001
1.00	0.07	-0.00	-0.02	10	48	148	13032
1.00	0.07	-0.00	-0.02	3	43	148	13063
1.00	0.07	-0.00	-0.02	-2	42	151	13093
1.00	0.07	-0.00	-0.02	-5	45	147	13124
1.00	0.07	-0.00	-0.02	-2	44	148	13158
1.00	0.07	-0.00	-0.02	1	45	152	13189
1.00	0.07	-0.00	-0.02	2	42	153	13219
1.00	0.07	-0.00	-0.02	2	42	153	13248
1.00	0.07	-0.00	-0.02	-3	38	157	13279
1.00	0.07	-0.00	-0.02	0	37	157	13310
1.00	0.07	-0.00	-0.02	0	37	151	13340
1.00	0.07	-0.00	-0.02	1	34	149	13371
1.00	0.07	-0.00	-0.02	2	34	144	13402
1.00	0.07	-0.00	-0.02	0	33	148	13432
1.00	0.07	-0.00	-0.02	1	33	150	13463
1.00	0.07	-0.00	-0.02	3	38	154	13494
1.00	0.07	-0.00	-0.02	5	39	151	13525
1.00	0.07	-0.00	-0.02	7	37	153	13555
1.00	0.07	-0.00	-0.02	8	37	155	13589
1.00	0.07	-0.00	-0.02	8	37	155	13618
1.00	0.07	-0.00	-0.02	2	28	152	13648
1.00	0.07	-0.00	-0.02	0	25	151	13679
1.00	0.07	-0.00	-0.02	0	29	152	13710
1.00	0.07	-0.00	-0.02	1	33	150	13741
1.00	0.07	-0.00	-0.02	1	35	149	13771
1.00	0.07	-0.00	-0.02	-3	34	149	13802
1.00	0.07	-0.00	-0.02	-3	41	148	13833
1.00	0.07	-0.00	-0.02	-2	37	148	13863
1.00	0.07	-0.00	-0.02	-1	34	155	13894
1.00	0.07	-0.00	-0.02	0	37	154	13925
1.00	0.07	-0.00	-0.02	2	38	148	13956
1.00	0.07	-0.00	-0.02	2	38	148	13987
1.00	0.07	-0.00	-0.02	-10	33	158	14018
1.00	0.07	-0.00	-0.02	-5	33	155	14049
1.00	0.07	-0.00	-0.02	0	35	152	14080
1.00	0.07	-0.00	-0.02	1	35	152	14110
1.00	0.07	-0.00	-0.02	-1	37	156	14141
1.00	0.07	-0.00	-0.02	-1	40	151	14172
1.00	0.07	-0.00	-0.02	-4	36	146	14202
1.00	0.07	-0.00	-0.02	-4	37	144	14233
1.00	0.07	-0.00	-0.02	0	38	151	14264
1.00	0.07	-0.00	-0.02	0	41	153	14295
1.00	0.07	-0.00	-0.02	-3	41	152	14325
1.00	0.07	-0.00	-0.02	-3	41	152	14354
1.00	0.07	-0.00	-0.02	-8	34	140	14388
1.00	0.07	-0.00	-0.02	-11	33	141	14418
1.00	0.07	-0.00	-0.02	-8	34	140	14449
1.00	0.07	-0.00	-0.02	-2	36	147	14480
1.00	0.07	-0.00	-0.02	-2	32	149	14511
1.00	0.07	-0.00	-0.02	-3	32	156	14541
1.00	0.07	-0.00	-0.02	0	38	158	14572
1.00	0.07	-0.00	-0.02	0	35	157	14603
1.00	0.07	-0.00	-0.02	-6	35	158	14634
1.00	0.07	-0.00	-0.02	-8	34	158	14664
1.00	0.07	-0.00	-0.02	-5	37	156	14695
1.00	0.07	-0.00	-0.02	-5	37	156	14724
1.00	0.07	-0.00	-0.02	-5	38	159	14754
1.00	0.07	-0.00	-0.02	-4	40	155	14785
1.00	0.07	-0.00	-0.02	3	39	156	14819
1.00	0.07	-0.00	-0.02	4	43	154	14850
1.00	0.07	-0.00	-0.02	7	40	156	14880
1.00	0.07	-0.00	-0.02	1	43	156	14911
1.00	0.07	-0.00	-0.02	0	43	154	14942
1.00	0.07	-0.00	-0.02	2	39	157	14972
1.00	0.07	-0.00	-0.02	0	35	160	15003
1.00	0.07	-0.00	-0.02	-4	34	161	15034
1.00	0.07	-0.00	-0.02	-1	32	156	15065
1.00	0.07	-0.00	-0.02	-1	32	156	15094
1.00	0.07	-0.00	-0.02	-7	34	146	15125
1.00	0.07	-0.00	-0.02	-10	33	145	15156
1.00	0.07	-0.00	-0.02	-6	35	150	15186
1.00	0.07	-0.00	-0.02	-5	38	151	15220
1.00	0.07	-0.00	-0.02	-5	37	150	15251
1.00	0.07	-0.00	-0.02	-4	37	150	15282
1.00	0.07	-0.00	-0.02	-3	37	155	15312
1.00	0.07	-0.00	-0.02	-1	32	155	15343
1.00	0.07	-0.00	-0.02	-2	36	154	15374
1.00	0.07	-0.00	-0.02	-2	40	161	15405
1.00	0.07	-0.00	-0.02	-5	40	163	15435
1.00	0.07	-0.00	-0.02	-5	40	163	15464
1.00	0.07	-0.00	-0.02	-5	40	163	15494
1.00	0.07	-0.00	-0.02	-7	42	150	15524
1.00	0.07	-0.00	-0.02	-8	38	149	15555
1.00	0.07	-0.00	-0.02	-10	32	146	15586
1.00	0.07	-0.00	-0.02	-10	31	152	15619
1.00	0.07	-0.00	-0.02	-8	31	154	15649
1.00	0.07	-0.00	-0.02	-9	32	157	15680
